Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_Age,Pclass_SibSp,Pclass_Parch,Pclass_Fare,Pclass_Sex_female,Pclass_Sex_male,Pclass_Embarked_C,Pclass_Embarked_Q,Pclass_Embarked_S,Age_SibSp,Age_Parch,Age_Fare,Age_Sex_female,Age_Sex_male,Age_Embarked_C,Age_Embarked_Q,Age_Embarked_S,SibSp_Parch,SibSp_Fare,SibSp_Sex_female,SibSp_Sex_male,SibSp_Embarked_C,SibSp_Embarked_Q,SibSp_Embarked_S,Parch_Fare,Parch_Sex_female,Parch_Sex_male,Parch_Embarked_C,Parch_Embarked_Q,Parch_Embarked_S,Fare_Sex_female,Fare_Sex_male,Fare_Embarked_C,Fare_Embarked_Q,Fare_Embarked_S,Sex_female_Sex_male,Sex_female_Embarked_C,Sex_female_Embarked_Q,Sex_female_Embarked_S,Sex_male_Embarked_C,Sex_male_Embarked_Q,Sex_male_Embarked_S,Embarked_C_Embarked_Q,Embarked_C_Embarked_S,Embarked_Q_Embarked_S
3.0,42.0,0.0,1.0,8.4042,0.0,1.0,0.0,0.0,1.0,126.0,0.0,3.0,25.2126,0.0,3.0,0.0,0.0,3.0,0.0,42.0,352.97639999999996,0.0,42.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4042,0.0,1.0,0.0,0.0,1.0,0.0,8.4042,0.0,0.0,8.4042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,28.0,0.0,0.0,7.75,1.0,0.0,0.0,1.0,0.0,84.0,0.0,0.0,23.25,3.0,0.0,0.0,3.0,0.0,0.0,0.0,217.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,7.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,24.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,312.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,28.0,0.0,0.0,9.5,0.0,1.0,0.0,0.0,1.0,84.0,0.0,0.0,28.5,0.0,3.0,0.0,0.0,3.0,0.0,0.0,266.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,28.0,8.0,2.0,69.55,0.0,1.0,0.0,0.0,1.0,84.0,24.0,6.0,208.64999999999998,0.0,3.0,0.0,0.0,3.0,224.0,56.0,1947.3999999999999,0.0,28.0,0.0,0.0,28.0,16.0,556.4,0.0,8.0,0.0,0.0,8.0,139.1,0.0,2.0,0.0,0.0,2.0,0.0,69.55,0.0,0.0,69.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,34.0,0.0,0.0,6.4958,0.0,1.0,0.0,0.0,1.0,102.0,0.0,0.0,19.4874,0.0,3.0,0.0,0.0,3.0,0.0,0.0,220.8572,0.0,34.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4958,0.0,0.0,6.4958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,45.5,0.0,0.0,7.225,0.0,1.0,1.0,0.0,0.0,136.5,0.0,0.0,21.674999999999997,0.0,3.0,3.0,0.0,0.0,0.0,0.0,328.7375,0.0,45.5,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.225,7.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,18.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0,1.0,54.0,0.0,0.0,24.150000000000002,0.0,3.0,0.0,0.0,3.0,0.0,0.0,144.9,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,2.0,0.0,1.0,10.4625,1.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,31.387500000000003,3.0,0.0,0.0,0.0,3.0,0.0,2.0,20.925,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4625,1.0,0.0,0.0,0.0,1.0,10.4625,0.0,0.0,0.0,10.4625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,32.0,1.0,0.0,15.85,0.0,1.0,0.0,0.0,1.0,96.0,3.0,0.0,47.55,0.0,3.0,0.0,0.0,3.0,32.0,0.0,507.2,0.0,32.0,0.0,0.0,32.0,0.0,15.85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.85,0.0,0.0,15.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,26.0,0.0,0.0,18.7875,0.0,1.0,1.0,0.0,0.0,78.0,0.0,0.0,56.362500000000004,0.0,3.0,3.0,0.0,0.0,0.0,0.0,488.475,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7875,18.7875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,16.0,0.0,0.0,7.75,1.0,0.0,0.0,1.0,0.0,48.0,0.0,0.0,23.25,3.0,0.0,0.0,3.0,0.0,0.0,0.0,124.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,7.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,40.0,0.0,0.0,31.0,0.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1240.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3.0,24.0,0.0,0.0,7.05,0.0,1.0,0.0,0.0,1.0,72.0,0.0,0.0,21.15,0.0,3.0,0.0,0.0,3.0,0.0,0.0,169.2,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,35.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,735.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,22.0,0.0,0.0,7.25,0.0,1.0,0.0,0.0,1.0,66.0,0.0,0.0,21.75,0.0,3.0,0.0,0.0,3.0,0.0,0.0,159.5,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,30.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,60.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,390.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,28.0,1.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,84.0,3.0,0.0,23.25,0.0,3.0,0.0,3.0,0.0,28.0,0.0,217.0,0.0,28.0,0.0,28.0,0.0,0.0,7.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,31.0,1.0,0.0,113.275,1.0,0.0,1.0,0.0,0.0,31.0,1.0,0.0,113.275,1.0,0.0,1.0,0.0,0.0,31.0,0.0,3511.525,31.0,0.0,31.0,0.0,0.0,0.0,113.275,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.275,0.0,113.275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,27.0,0.0,0.0,7.925,1.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,23.775,3.0,0.0,0.0,0.0,3.0,0.0,0.0,213.975,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.925,0.0,0.0,0.0,7.925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,42.0,1.0,0.0,27.0,0.0,1.0,0.0,0.0,1.0,84.0,2.0,0.0,54.0,0.0,2.0,0.0,0.0,2.0,42.0,0.0,1134.0,0.0,42.0,0.0,0.0,42.0,0.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,32.0,0.0,0.0,76.2917,1.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,76.2917,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2441.3344,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2917,0.0,76.2917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,30.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,60.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,315.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,16.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0,1.0,48.0,0.0,0.0,24.150000000000002,0.0,3.0,0.0,0.0,3.0,0.0,0.0,128.8,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,27.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,54.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,351.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,51.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0,1.0,153.0,0.0,0.0,24.150000000000002,0.0,3.0,0.0,0.0,3.0,0.0,0.0,410.55,0.0,51.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,28.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0,1.0,84.0,0.0,0.0,23.6874,0.0,3.0,0.0,0.0,3.0,0.0,0.0,221.0824,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8958,0.0,0.0,7.8958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,38.0,1.0,0.0,90.0,0.0,1.0,0.0,0.0,1.0,38.0,1.0,0.0,90.0,0.0,1.0,0.0,0.0,1.0,38.0,0.0,3420.0,0.0,38.0,0.0,0.0,38.0,0.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,22.0,0.0,0.0,9.35,0.0,1.0,0.0,0.0,1.0,66.0,0.0,0.0,28.049999999999997,0.0,3.0,0.0,0.0,3.0,0.0,0.0,205.7,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,0.0,0.0,9.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,19.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,38.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,199.5,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,20.5,0.0,0.0,7.25,0.0,1.0,0.0,0.0,1.0,61.5,0.0,0.0,21.75,0.0,3.0,0.0,0.0,3.0,0.0,0.0,148.625,0.0,20.5,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,18.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,36.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,234.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,28.0,3.0,1.0,25.4667,1.0,0.0,0.0,0.0,1.0,84.0,9.0,3.0,76.4001,3.0,0.0,0.0,0.0,3.0,84.0,28.0,713.0676,28.0,0.0,0.0,0.0,28.0,3.0,76.4001,3.0,0.0,0.0,0.0,3.0,25.4667,1.0,0.0,0.0,0.0,1.0,25.4667,0.0,0.0,0.0,25.4667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,35.0,1.0,0.0,83.475,1.0,0.0,0.0,0.0,1.0,35.0,1.0,0.0,83.475,1.0,0.0,0.0,0.0,1.0,35.0,0.0,2921.625,35.0,0.0,0.0,0.0,35.0,0.0,83.475,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.475,0.0,0.0,0.0,83.475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,29.0,0.0,0.0,7.775,0.0,1.0,0.0,0.0,1.0,87.0,0.0,0.0,23.325000000000003,0.0,3.0,0.0,0.0,3.0,0.0,0.0,225.47500000000002,0.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.775,0.0,0.0,7.775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,59.0,0.0,0.0,13.5,0.0,1.0,0.0,0.0,1.0,118.0,0.0,0.0,27.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,796.5,0.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,5.0,4.0,2.0,31.3875,1.0,0.0,0.0,0.0,1.0,15.0,12.0,6.0,94.1625,3.0,0.0,0.0,0.0,3.0,20.0,10.0,156.9375,5.0,0.0,0.0,0.0,5.0,8.0,125.55,4.0,0.0,0.0,0.0,4.0,62.775,2.0,0.0,0.0,0.0,2.0,31.3875,0.0,0.0,0.0,31.3875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,24.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,48.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,252.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,28.0,0.0,0.0,7.55,1.0,0.0,0.0,0.0,1.0,84.0,0.0,0.0,22.65,3.0,0.0,0.0,0.0,3.0,0.0,0.0,211.4,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,0.0,0.0,7.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,44.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,88.0,2.0,0.0,52.0,0.0,2.0,0.0,0.0,2.0,44.0,0.0,1144.0,0.0,44.0,0.0,0.0,44.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,8.0,0.0,2.0,26.25,1.0,0.0,0.0,0.0,1.0,16.0,0.0,4.0,52.5,2.0,0.0,0.0,0.0,2.0,0.0,16.0,210.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,2.0,0.0,0.0,0.0,2.0,26.25,0.0,0.0,0.0,26.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,19.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,38.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,199.5,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,33.0,0.0,0.0,12.275,0.0,1.0,0.0,0.0,1.0,66.0,0.0,0.0,24.55,0.0,2.0,0.0,0.0,2.0,0.0,0.0,405.075,0.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.275,0.0,0.0,12.275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,28.0,1.0,0.0,14.4542,1.0,0.0,1.0,0.0,0.0,84.0,3.0,0.0,43.3626,3.0,0.0,3.0,0.0,0.0,28.0,0.0,404.7176,28.0,0.0,28.0,0.0,0.0,0.0,14.4542,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4542,0.0,14.4542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,28.0,1.0,0.0,15.5,1.0,0.0,0.0,1.0,0.0,84.0,3.0,0.0,46.5,3.0,0.0,0.0,3.0,0.0,28.0,0.0,434.0,28.0,0.0,0.0,28.0,0.0,0.0,15.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,15.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,29.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,1.0,58.0,0.0,0.0,21.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,304.5,0.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,22.0,0.0,0.0,7.125,0.0,1.0,0.0,0.0,1.0,66.0,0.0,0.0,21.375,0.0,3.0,0.0,0.0,3.0,0.0,0.0,156.75,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.125,0.0,0.0,7.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,30.0,0.0,0.0,7.225,0.0,1.0,1.0,0.0,0.0,90.0,0.0,0.0,21.674999999999997,0.0,3.0,3.0,0.0,0.0,0.0,0.0,216.75,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.225,7.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,44.0,2.0,0.0,90.0,0.0,1.0,0.0,1.0,0.0,44.0,2.0,0.0,90.0,0.0,1.0,0.0,1.0,0.0,88.0,0.0,3960.0,0.0,44.0,0.0,44.0,0.0,0.0,180.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,25.0,0.0,0.0,7.775,1.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,23.325000000000003,3.0,0.0,0.0,0.0,3.0,0.0,0.0,194.375,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.775,0.0,0.0,0.0,7.775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,24.0,0.0,2.0,14.5,1.0,0.0,0.0,0.0,1.0,48.0,0.0,4.0,29.0,2.0,0.0,0.0,0.0,2.0,0.0,48.0,348.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,2.0,14.5,0.0,0.0,0.0,14.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,37.0,1.0,1.0,52.5542,0.0,1.0,0.0,0.0,1.0,37.0,1.0,1.0,52.5542,0.0,1.0,0.0,0.0,1.0,37.0,37.0,1944.5054,0.0,37.0,0.0,0.0,37.0,1.0,52.5542,0.0,1.0,0.0,0.0,1.0,52.5542,0.0,1.0,0.0,0.0,1.0,0.0,52.5542,0.0,0.0,52.5542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,54.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,108.0,2.0,0.0,52.0,0.0,2.0,0.0,0.0,2.0,54.0,0.0,1404.0,0.0,54.0,0.0,0.0,54.0,0.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,28.0,0.0,0.0,7.25,0.0,1.0,0.0,0.0,1.0,84.0,0.0,0.0,21.75,0.0,3.0,0.0,0.0,3.0,0.0,0.0,203.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,29.0,1.0,1.0,10.4625,1.0,0.0,0.0,0.0,1.0,87.0,3.0,3.0,31.387500000000003,3.0,0.0,0.0,0.0,3.0,29.0,29.0,303.4125,29.0,0.0,0.0,0.0,29.0,1.0,10.4625,1.0,0.0,0.0,0.0,1.0,10.4625,1.0,0.0,0.0,0.0,1.0,10.4625,0.0,0.0,0.0,10.4625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,62.0,0.0,0.0,26.55,0.0,1.0,0.0,0.0,1.0,62.0,0.0,0.0,26.55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1646.1000000000001,0.0,62.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.55,0.0,0.0,26.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,30.0,1.0,0.0,16.1,0.0,1.0,0.0,0.0,1.0,90.0,3.0,0.0,48.300000000000004,0.0,3.0,0.0,0.0,3.0,30.0,0.0,483.00000000000006,0.0,30.0,0.0,0.0,30.0,0.0,16.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3.0,41.0,0.0,2.0,20.2125,1.0,0.0,0.0,0.0,1.0,123.0,0.0,6.0,60.637499999999996,3.0,0.0,0.0,0.0,3.0,0.0,82.0,828.7125,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.425,2.0,0.0,0.0,0.0,2.0,20.2125,0.0,0.0,0.0,20.2125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,29.0,0.0,2.0,15.2458,1.0,0.0,1.0,0.0,0.0,87.0,0.0,6.0,45.737399999999994,3.0,0.0,3.0,0.0,0.0,0.0,58.0,442.1282,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4916,2.0,0.0,2.0,0.0,0.0,15.2458,0.0,15.2458,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,28.0,0.0,0.0,79.2,1.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,79.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2217.6,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2,0.0,79.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
